time_s,web_burned_m,web_burned_mm,d_i_m,L_g_m,A_b_m2,A_p_m2,K_b,P_c_MPa,P_c_psia,r_b_mm_s,mdot_gen_kg_s,mass_flux_wall_kg_m2s,v_inflow_m_s,T_c_K,MW_g_gmol,Gamma_g,rho_g_kg_m3
0.8400000000000006,0.010716776949611888,10.716776949611889,0.06143355389922378,0.12856644610077622,0.06918574258457949,0.0029641567137108143,271.8827882424511,9.56817867165141,1387.7464439155838,12.974117134906862,1.570841874626234,22.70470498608701,1.1457181454249508,2800.0,48.21708814006827,1.22,19.81700741735722
0.8450000000000006,0.010781647535286423,10.781647535286423,0.06156329507057284,0.12843670492942716,0.06919022997062022,0.0029766899053820677,271.9004225552892,9.56917964622322,1387.8916229460083,12.974632887114764,1.5710062081767244,22.705607552450836,1.1465468930489842,2800.0,48.17911094295296,1.22,19.80347048176143
0.8500000000000006,0.010846520699721997,10.846520699721998,0.061693041399443996,0.128306958600556,0.06919440022585696,0.0029892500377100488,271.9168106228172,9.570109915979943,1388.026547114032,12.975112178675063,1.571158933866608,22.70644631268136,1.1473191007342112,2800.0,48.143782063528754,1.22,19.790872738151645
0.8550000000000006,0.010911396260615373,10.911396260615373,0.06182279252123075,0.12817720747876926,0.0691982533020676,0.0030018370784408387,271.93195225553404,9.570969462323415,1388.15121372222,12.975555006597746,1.5713000486425588,22.707221261546056,1.148034292891248,2800.0,48.11111082238925,1.22,19.779218619297016
0.8600000000000007,0.010976274035648362,10.976274035648363,0.06195254807129673,0.12804745192870326,0.06920178915459484,0.0030144509950204785,271.94584727794773,9.571758268045915,1388.265620274805,12.97596136810852,1.571429549679524,22.707932394189907,1.1486920287961155,2800.0,48.08110579539039,1.22,19.768512207740233
0.8650000000000007,0.011041153842488905,11.041153842488905,0.062082307684977814,0.12791769231502217,0.06920500774234692,0.00302709175459512,271.9584955285778,9.572476317330684,1388.3697644777606,12.976331260648864,1.5715474343808102,22.708579706135513,1.1492919294059007,2800.0,48.05377371419145,1.22,19.75875678329541
0.8700000000000007,0.011106035498792148,11.10603549879215,0.0622120709975843,0.1277879290024157,0.06920790902779833,0.003039759324011187,271.9698968599584,9.573123595752397,1388.4636442388708,12.976664681876038,1.5716537003781605,22.709163193283064,1.1498336489307321,2800.0,48.029120679198996,1.22,19.749955321277177
0.8750000000000007,0.01117091882220153,11.170918822201529,0.062341837644403056,0.12765816235559693,0.06921049297699032,0.003052453669815536,271.98005113863996,9.573700090277587,1388.547257667792,12.976961629663103,1.5717483455318244,22.70968285191043,1.1503168785229196,2800.0,48.00715202231916,1.22,19.742110435753247
0.8800000000000007,0.011235803630349844,11.235803630349844,0.06247160726069969,0.1275283927393003,0.06921275955953157,0.0030651747582556266,271.9889582451922,9.57420578926504,1388.62060307611,12.97722210209894,1.5718313679306224,22.710138678673147,1.1507413381858989,2800.0,47.98787266003189,1.22,19.735224524457283
0.8850000000000007,0.01130068974086034,11.300689740860339,0.06260137948172068,0.12739862051827933,0.06921470874859867,0.0030779225552796875,271.99661807420574,9.574640682466166,1388.6836789773924,12.977446097488283,1.5719027658920075,22.710530670604495,1.1511068004971317,2800.0,47.97128611742427,1.22,19.729299367179863
0.8900000000000007,0.01136557697134778,11.36557697134778,0.06273115394269556,0.12726884605730443,0.06921634052093653,0.003090697026536904,272.00303053429394,9.575004761025287,1388.7364840872324,12.977633614351706,1.57196253796211,22.710858825115487,1.1514130582979671,2800.0,47.95739588801812,1.22,19.72433668477493
0.8950000000000007,0.01143046513941954,11.430465139419539,0.06286093027883907,0.1271390697211609,0.06921765485685885,0.003103498137377589,272.0081955480944,9.57529801747991,1388.7790173232875,12.97778465142566,1.5720106829157878,22.711123139994903,1.1516599429456233,2800.0,47.94620468204691,1.22,19.720337829851243
0.9000000000000007,0.011495354062676667,11.495354062676666,0.06299070812535333,0.12700929187464666,0.06921865174024837,0.003116325852853379,272.0121130522704,9.57552044576096,1388.811277805313,12.977899207662462,1.572047199756658,22.71132361340931,1.1518473240085396,2800.0,47.937714447841465,1.22,19.7173037954125
